texto,classe
fornecimento de medicamentos e equipamentos de proteção individual epi s para o combate e enfrentamento ao covid  no ambito do municipio de manoel emidio pi,1
aquisição de materiais e equipamentos hospitalares destinado a uti do instituto de doenças tropicais natan portela,1
aquisição de equipamento de proteção individual epi destinados à secretaria municipal de assistência social de landri sales para uso em serviço de saúde pública em virtude da pandemia relacionada ao covid,1
fornecimento de medicamentos destinados ao enfrentamento da pandemia da covid  no âmbito do município de altos  pi,1
fornecimento em caráter emergencial de material de consumo antisséptico e epi s através da secretaria de assistência social de prata do piaui pi com o propósito de instrumentalizar as medidas de enfrentamento da emergência de saude publica instalada pelo novo coronavirus publicado originalmente em pg com data de assinatura    fundamentação  art  lei federal art iv da lei  e o seguinte objeto contratação de pessoa juridica especializada ao fornecimento em caráte emergencial de materiais odontológicos e hospitalares atraves da secretaria de assistencia social de prata do piauí pl com o propósito de instrumentalizar as medidas de enfrentamento da emergencia de saúde pública instalada pelo novo coronavirus,1
aquisição emergencial de medicamentos comuns e medicamentos controlados,1
aquisição emergencial de material hospitalar,1
equipamentos de proteção individual destinados ao enfrentamento da pandemia da covid  no âmbito do município de milton brandão  pi,1
equipamentos de proteção individual destinados ao enfrentamento da pandemia da covid  no âmbito da secretaria municipal de assistência social do município de milton brandão  pi,1
a contratação de empresa especializada para fornecer equipamentos de proteção individual epis a fim de serem utilizados no enfrentamento da situação emergencial de saúde pública decorrente da pandemia mundial covid  visando atender demanda das unidades prisionais do estado do piauí que são da alçada de competência da secretaria de justiça do estado do piauí sejus pi,1
contrato de empresa para fornecimento de testes rapidos anti covid  igg igm para atender as necessidades da secretaria municipal de saude e saneamento de pio ix,1
contratação de empresa para fornecimento de luvas como equipamento de segurança a equipe de saúde para enfrentamento da pandemia decorrente do novo coronavirus no municipio de caridade do piaui pi,1
aquisição de testes rápidos para covid,1
contratação de pessoas físicas e jurídicas residentes ou so estabelecidas no município de regeneração para o fornecimento emergencial de máscaras artesanais de tecido reutilizaveis destinadas a pessoas de vulnerabilidade social econômica bem como aos servidores públicos das áreas admnistrativas dos órgaos a fim de prevenir os riscos de transmissão do novo coronavírus causador da covid,1
aquisição de materiais e equipamentos máscara pff protetor facial para o enfrentamento do covid  no município de pimenteiras pi,1
contratação de empresa para fornecimento de medicamentos e material hospitalar para enfrentamento da pandemia decorrente do novo coronavirus no municipio de caridade do piaui pi,1
aquisição em carater emergencial de equipamentos de proteção individual epi para os profissionais das unidades publicas de atendimento do suas e gestores supervisores e visitadores do programa criança feliz  primeira infancia no suas durante a pandemia da covid,1
presente contrato tem por objeto a aquisiçao de medicamentos para o hospital nossa senhora de fatima com finalidade no tratamento de pacientes infectados pelo covid no municipio de parnaiba pi,1
fornecimento de máscaras em tnt tripla com elastico e clip nasal descartáveis para proteção individual dos profissionais da área da saúde no enfrentamento no combate á pandemia do covid  através da secretaria municipal de saúde de campo maior pi,1
equipamentos necessários a abertura de leitos,1
aquisição de tecidos p  confecção de uniformes profissionais setores covid  cc utin,0
aquisição de luvas e máscaras cirurgicas itens destinados ao combate ação combate covid,1
contratação de empresa para aquisição de serviços farmacêuticos com manipulação de fórmulas medicamentos a ser usado nas ações do combate a pandemia do novo coronavírus covid,1
contrataçao por dispensa de licitaçao para a aquisiçao de testes rapidos para detecçao de anticorpos para o novo coronavirus,1
contratação de empresa especializada na cidade de baixa grande do ribeiro para realização de testes e exames para atender aos municipes de baixa grande de ribeiro,1
contratação de empresa para aquisição de material de consumo destinado a atender as necessidades do hospital de campanha fraternidade fms,0
aquisição de materiais para saúde medicamentos e materiais de epis para prevenção covid,1
aquisição emergencial de material odontológico,1
o objeto do presente contrato consiste na contratação direta de empresa especializada no fornecimento de materiais e insumos hospitalar a ser utilizado no enfrentamento ao covid  no município de santa filomena pi,1
contratação de pessoa juridica especializada para o fornecimento em caráter emergencial de testes rápidos para detecção da covid  para atender o municipio de pau darco do piaui pi,1
aquisição de equipamentos de proteção induvidual epi s necessarios as ações da secretaria municipal de saude do mljnicipio de santana do piaui pi para o enfrentamento ao covid  durante o periodo da pandemia,1
aquisição de equipamentos de proteção individual epi s necessários as ações da secretaria municipal de saude do municipio de são julião pi no enfrentamento ao novo coronavírus covid  durante o período da pandemia,1
contratação por tempo determinado de costureira para executar os serviços de confecção de mil máscaras de tnt gramatura para combater a pandemia do novo coronavirus no municipio de joca marques pi,1
fornecimento de material hospitalar epi,1
contrataçao de empresa para fornecimento de máscaras de proteção individual destinados ao enfrentamento da emergência de saúde pública de importância internacional derorrente do corona vírus para atender o municipio de eliseu martins pi,1
